judul,tanggal,sentimen
"Di Kasus Dugaan Korupsi Timah, Harvey Moeis Curi Rp 420 Miliar",2024/08/14,negatif
Bos BMRI Ungkap Alasan Kopra by Mandiri Jadi Market Leader,2024/08/14,netral
Warren Buffett Ungkap Hal Ini Bikin Bisnis Anda Hancur dalam 5 Menit,2024/08/14,netral
"IHSG Diproyeksi ke Level 7.800, Ini Faktor Pendorongnya",2024/08/14,positif
Harvey Moeis Terancam Penjara Seumur Hidup di Kasus Korupsi Timah,2024/08/14,negatif
"Marak Penipuan, BRI Imbau Nasabah Kenali Akun & Kontak Resmi",2024/08/14,negatif
"Bukan Rp 271 T, Harvey Moeis Didakwa Rugikan Negara Rp 300 T!",2024/08/14,negatif
"Tak Ajukan Eksepsi, Sidang Pembuktian Harvey Moeis Lanjut Kamis Depan",2024/08/14,netral
Mau Jadi Nasabah Prioritas BCA-BRI-BNI-Mandiri? Siapkan Saldo Segini,2024/08/14,netral
"Masuk List Boikot, Kok Nilai Pasar Starbucks Melejit Rp 335 T Sehari?",2024/08/14,netral
"IHSG Balik ke Level 7.400, Sentuh Level Tertinggi 5 Bulan",2024/08/14,positif
"Harga Batu Bara Turun, Laba ITMG Jeblok 58% di Semester I-2024",2024/08/14,negatif
Breaking! Dolar Turun 1% ke Rp15.670/US$,2024/08/14,positif
Dolar AS Rp15.600! Rupiah Menguat Rp400 dalam 7 Hari,2024/08/14,positif
"Rekor Sejak 4 Bulan Terakhir, Dolar Ambruk ke Rp15.695/US$",2024/08/14,negatif
Penyebab Perseteruan Bakrie dengan Rothschild,2024/08/14,netral
Ramalan Bos BI Soal Rupiah Benar! Dolar AS Kini Rp15.720,2024/08/14,netral
"Breaking! Rupiah Menguat, Dolar Turun ke Rp 15.720",2024/08/14,positif
"IHSG Dibuka Naik 0,55%, Kembali Menuju Level 7.400",2024/08/14,positif
"Pemilik Seluruh Alfamart dan Indomaret di RI, Siapa Lebih Kaya?",2024/08/14,netral
"Nikkei & Kospi Kompak Menguat, IHSG Dapat Angin Segar",2024/08/14,positif
"Kabar Baik dari AS, Dolar Bisa Turun ke Rp 15.700-an Hari Ini",2024/08/14,positif
OJK dan Bankir Buka Suara Soal Kredit Bermasalah UMKM Tinggi,2024/08/14,netral
Asing Ketahuan Ramai-Ramai Lepas 10 Saham Ini Kemarin,2024/08/14,negatif
"Terusir dari RI, Jurnalis Asal Sukabumi Jadi Pemilik Hotel Mewah Dunia",2024/08/14,netral
"Kisah Benjamin Graham, Bapak Value Investing & Guru Warren Buffett",2024/08/14,netral
"IHSG Kembali ke 7.300, Asing Serbu Saham Perbankan",2024/08/14,positif
"ETF Ethereum Spot Catat Inflow Rp80 Miliar, Pasar Kripto Kompak Hijau",2024/08/14,positif
Bos Antam Buka-Bukaan Alasan Emas Jadi Kontributor Utama Pendapatan,2024/08/15,netral
Hingar Bingar IKN Bikin Hotel di Balikpapan Kecipratan Cuan,2024/08/15,positif
Diam-Diam Utang RI ke China Meroket Nyaris 200% dalam 10 Tahun,2024/08/15,negatif
Antam Kasih Bocoran Kerjasama Kelola Emas dari Freeport,2024/08/15,netral
Bos Antam Kasih Bocoran Prospek Besar Nikel di Masa Depan,2024/08/15,netral
"2023 Salurkan Kredit Rp700 M, Platform Pinjaman RI Ini Disuntik Asing",2024/08/15,positif
"55 Investor Kucurkan Rp 56 T ke IKN, Sektor Ini Paling Ramai Digarap",2024/08/15,positif
"Siapa Sangka Berawal Dari Ide Gila, Pria Ini Jadi Raja Sepatu Dunia",2024/08/15,netral
Cerita Taipan Bosan Jadi Triliuner dan Sumbang Semua Hartanya,2024/08/15,netral
Glenny Kairupan Jadi Komisaris Baru Garuda Indonesia (GIAA),2024/08/15,netral
"Sukarela Delisting, BEI Buka Gembok Onix Capital (OCAP) Untuk Buyback",2024/08/15,netral
Lo Kheng Hong: PER dan PBV Tak Boleh di Atas Angka Ini,2024/08/15,netral
"IHSG Berakhir di Zona Merah, Tapi Masih Bertahan di Level 7.400",2024/08/15,negatif
Diam-Diam Utang RI ke China Meroket Nyaris 200% dalam 10 Tahun,2024/08/15,negatif
Terminal Mobil Pelindo (IPCC) Cetak Laba Rp 79 M di Semester I-2024,2024/08/15,positif
"Neraca Dagang RI Surplus Tipis, Dolar Naik ke Rp 15.690",2024/08/15,negatif
Bank Woori Saudara (SDRA) Angkat Sosok Ini Jadi Direktur Baru,2024/08/15,netral
MNC Digital (MSIN) Umumkan Rencana Stock Split Rasio 1:5,2024/08/15,positif
"Deretan Saham Tercuan Sepanjang Masa, Nomor 1 Tak Terduga",2024/08/15,netral
"Gagal Cetak Rekor Baru, IHSG Melemah Dibebani Kinerja 5 Saham Ini",2024/08/15,negatif
"Siap-Siap Shortsell Launching Oktober, Ini Daftar 113 Sahamnya",2024/08/15,netral
Investor Harus Lakukan Apa Kala Pasar Bergejolak? Ini Tipsnya,2024/08/15,netral
"Neraca Dagang RI Surplus 51 Bulan Beruntun, Diselamatkan Batu Bara",2024/08/15,positif
"Dapat Tanda Kehormatan dari Jokowi, Ini Tanggapan Erick Thohir",2024/08/15,netral
"Impor RI Sepanjang Juli Melesat 17,8% Menjadi US$ 21,75 Miliar",2024/08/15,positif
"IHSG Bisa Tembus 8.000 Akhir Tahun, Ini Pendorongnya",2024/08/15,positif
Breaking News! Neraca Dagang RI Surplus US$ 470 Juta di Juli 2024,2024/08/15,positif
"BPS: Ekspor RI Capai US$22,21 Miliar di Juli 2024, Naik 6,46%",2024/08/15,positif
"Adu Sentimen AS dan China, Harga Minyak Mentah Naik",2024/08/15,negatif
5 Perusahaan Ini Belum Sampaikan Laporan Keuangan Semester I-2024,2024/08/15,negatif
Mantap! BRI Kasih Program Spesial MDR 0% bagi Merchant,2024/08/15,positif
Mengenal Rekening Dormant dan Perubahan Ketentuan Tabungan BRI,2024/08/15,netral
BI Laporkan Utang Luar Negeri RI US$408 Miliar di Kuartal II-2024,2024/08/15,negatif
"Sempat Menguat Lawan Won Korsel, Rupiah Cenderung Stabil",2024/08/15,positif
"Rupiah Makin Perkasa, Yen Turun ke Rp106,16",2024/08/15,positif
"Pasca Masuk MSCI, Saham Wijaya Karya (WIKA) Sudah Melesat Nyaris 40%",2024/08/15,positif
"Beban Biaya BNI (BBNI) Turun, Kinerja Semester-I 2024 Bakal Moncer",2024/08/15,positif
Saham Starbucks Terbang 24% Usai Angkat Sosok Ini Jadi CEO Baru,2024/08/15,positif
"Inflasi AS Melandai, IHSG Dibuka Menguat Lagi",2024/08/15,positif
"Rupiah Makin Perkasa, Dolar Turun ke Rp15.600",2024/08/15,positif
"Somruedee Chaimongkol, Ratu Batu Bara Asia yang Punya Jejak di RI",2024/08/15,netral
"Ekonomi Jepang Bertumbuh, Indeks Nikkei Dibuka Menguat",2024/08/15,positif
"Pemerintah AS Pindahkan 10.000 BTC, Pasar Kripto Kena Syok",2024/08/15,negatif
"Apakah Jika Terlilit Utang Pinjol Ilegal, Boleh Tidak Bayar?",2024/08/15,netral
"29 Tahun Masuk Daftar Orang Terkaya, Rahasia Bill Gates Terungkap",2024/08/15,netral
"Kabar Baik Datang Dari AS, Rupiah Siap Menguat Lagi!",2024/08/15,positif
Bos Blue Bird Kasih Bocoran Soal Ekspansi Bisnis SPKLU,2024/08/15,netral
Sandra Dewi Disebut Beli Hermes-Louis Vuitton Pakai Duit Kasus Timah,2024/08/15,netral
"IHSG Lagi Full Senyum, Saham Ini Malah Kena Tekanan Asing",2024/08/15,negatif
Harvey Moeis-Sandra Dewi Beli Barang Mewah Ini dari Kasus PT Timah,2024/08/15,netral
"IHSG Pesta Pora, Asing Berbondong-Bondong Beli Saham BMRI hingga BBRI",2024/08/15,positif
"Laba & Premi Tumbuh 68% dan 39%, Ini Dia Juara Emiten Asuransi RI",2024/08/16,positif
KRAS Suplai Pipa Baja di Proyek Transmisi Gas Bumi Cirebon-Semarang,2024/08/16,positif
Bos Mizuho Leasing Indonesia (VRNA) Mundur dari Jabatannya,2024/08/16,netral
"Terungkap, Ini Strategi Penyaluran Kredit BNI (BBNI)",2024/08/16,netral
"Masuk 19 BUMN Berpendapatan Besar, Erick Thohir Apresiasi Capaian WSKT",2024/08/16,positif
"Minat Investasi di RI Tinggi, Bank Ikut Kecipratan",2024/08/16,positif
"Pidato Nota Keuangan Jokowi Usai, IHSG Ditutup Happy Ending",2024/08/16,positif
"Daftar Kekayaan 7 Presiden RI, Siapa yang Paling Kaya dan Miskin?",2024/08/16,netral
"Pidato Jokowi Bikin Rupiah Perkasa, Dolar Turun ke Rp 15.685",2024/08/16,positif
"APBN Pertama Prabowo Tekor, Penguatan IHSG Terpangkas",2024/08/16,negatif
Jokowi Prediksi Dolar Rp 16.100 di Tahun 2025,2024/08/16,netral
"Ada Kabar Baik dari Bumi Resources Minerals (BRMS), Investor Simak!",2024/08/16,netral
"Ada Pedagang Toko Tolak Uang Tunai dan Koin, Ini Pesan BI",2024/08/16,netral
"IHSG Cerah Usai Pidato Kenegaraan Jokowi, BUMN Jadi Saham Penopang",2024/08/16,positif
Profil 'Bill Gates' RI yang Dapat Gelar Kehormatan dari Jokowi,2024/08/16,netral
"Selesai Pidato Jokowi di Sidang Tahunan, Dolar Naik ke Rp15.725!",2024/08/16,negatif
"Setelah Pidato Sidang Tahunan Terakhir Jokowi, IHSG Menguat 0,54%",2024/08/16,positif
Jokowi Ungkap Potensi Besar Ekonomi Hijau Indonesia,2024/08/16,positif
"Anak Usaha DOID (BUMA) Teken Kotrak Rp12 T, Garap Tambang di Kapuas",2024/08/16,positif
"Isu Ketahanan Pangan, BUMN Ini Bikin Ekosistem Komoditas",2024/08/16,netral
"Diborong Masyarakat, Stok Emas Antam Kosong",2024/08/16,positif
Bisnis Warga RI Ini Berhasil Cuan Besar Berkat Bucin ke Istri,2024/08/16,netral
"Produksi Bumi Resources (BUMI) Naik di Semester I-2024, Ini Sebabnya",2024/08/16,positif
"IHSG Bakal ke 8.000 di Akhir Tahun, Ini Penyebabnya",2024/08/16,positif
"IHSG Loyo, Asing Diam-Diam Borong 10 Saham Ini",2024/08/16,positif
"Jelang Pengumuman APBN Pertama Prabowo, IHSG Menguat 0,5%",2024/08/16,positif
"Jelang Pidato Sidang Tahunan Jokowi, Dolar Naik ke Rp15.740",2024/08/16,negatif
"IHSG Melemah, Asing Lepas Deretan Saham Ini",2024/08/16,negatif
"Menanti Sabda Jokowi, Rupiah Siap Lanjut Menguat Lagi!",2024/08/16,positif
"Filosofi Investasi Thomas Rowe Price, Bawa Perusahaan Kelola US$ 1 T",2024/08/16,netral
"IHSG Merah Akhiri Pesta 4 Hari, Asing Ketahuan Jual Saham-Saham Ini",2024/08/16,negatif
"Jelang Akhir Masa Jabatan Jokowi, Bank Kecil Teriak Gini Soal Kredit",2024/08/16,netral
"Kripto Turun Berjamaah, Pasar Khawatir Hal Ini",2024/08/16,negatif
"IHSG Turun 0,36%, Asing Berburu Saham Ini",2024/08/16,positif
Orang Terkaya Israel Ternyata Punya Mesin Uang di Indonesia,2024/08/17,netral
Kisah Negara Kecil Mendadak Kaya Raya Berkat Bitcoin,2024/08/17,netral
"5 Raja Tambang Batu Bara di Indonesia, Hartanya Melimpah",2024/08/17,netral
"Terungkap, Ternyata Ini Alasan Tuyul Tidak Curi Uang di Bank",2024/08/17,netral
Teka-Teki Emas 57.000 Kg Milik Soekarno di Swiss Akhirnya Terungkap,2024/08/17,netral
"Kiamat ATM Kian Nyata, 1.417 Unit Punah Dalam Setahun",2024/08/17,negatif
Daftar Lengkap Promo BCA Rayakan 17 Agustus HUT RI ke-79,2024/08/17,netral
Waspada Modus Baru Maling M-Banking Kuras Rekening,2024/08/17,netral
"Jangan Lewatkan, Ini Deretan Diskon BNI Rayakan HUT RI ke-79",2024/08/17,netral
4 Taipan Terkaya RI Hadiri Upacara Kemerdekaan Perdana di IKN,2024/08/17,netral
"Berhasil Rampok Emas Senilai Rp 1,3 Triliun, Dibongkar Ulah Istri",2024/08/17,negatif
"BRI Tebar Promo Menarik Spesial 17 Agustus, Cek Daftar Lengkapnya",2024/08/17,positif
"Simak Promo 17 Agustus Bank Mandiri Berikut, Jangan Sampai Kelewatan",2024/08/17,netral
Ini Obrolan 7 Taipan RI Saat Berkumpul di IKN,2024/08/18,netral
Pemilik Emas! Ada Alarm Bahaya dari AS,2024/08/18,negatif
"Seberapa Kaya Nasabah Prioritas BCA, BRI, BNI, dan Mandiri?",2024/08/18,netral
Petani Jawa Lagi Gali Sawah Malah Temukan Harta Karun Emas 16 Kg,2024/08/18,netral
"Aturan Terbaru Saldo Minimal Rekening BCA, BRI, BNI, Bank Mandiri",2024/08/18,netral
Saat Rp 1.242 Triliun Berkumpul Dalam Satu Hari di IKN,2024/08/18,netral
Pasar Wall Street Dibuka Sumringah Gegara Ekspektasi Cut Rate,2024/08/19,positif
"Delisting Sukarela, Century Textile (CNTX) Tender Offer Harga Premium",2024/08/19,netral
"Hadirkan Hunian Ramah Lingkungan di IKN, SIG Gunakan Bata Interlock",2024/08/19,positif
"EXCL Mau Akuisisi Layanan B2C Milik Link Net (LINK), Siapkan Rp 1,87 T",2024/08/19,positif
OJK Blokir Ratusan Nomor WA Debt Collector Pinjol Ilegal,2024/08/19,negatif
IHSG Sentuh Rekor ATH Baru Usai Jokowi Reshuffle Kabinet,2024/08/19,positif
Pertamina Geothermal (PGEO) Mau Gelar MESOP Bertahap,2024/08/19,netral
Bank Saqu Remake Lagu Buat Bantu Masyarakat Menabung,2024/08/19,positif
"Banyak Promo, Investasi Makin Mudah Menggunakan RDN KB Bank",2024/08/19,netral
"Reshuffle Bawa Rupiah ke Level Terkuat 6 Bulan, Dolar ke Rp15.500",2024/08/19,positif
"Bahlil Dilantik Jadi Menteri ESDM, Begini Gerak Saham Batu Bara",2024/08/19,netral
Daftar Sosok Konglomerat Terkaya RI di Balik Proyek IKN,2024/08/19,netral
"Kinerja Unggul, Sarana Mitra Luas Raih Rating idA- dari Pefindo",2024/08/19,positif
"OJK Bekukan 1.001 Entitas Ilegal, 850 Ternyata Pinjol Ilegal",2024/08/19,negatif
"Gibran Sowan ke Kementerian BUMN, Temui Erick Thohir",2024/08/19,netral
"Teratas di Industri Keuangan, BRI Jadi Bank Terbesar Versi Ini",2024/08/19,positif
"IHSG Stagnan Setelah Jokowi Reshuffle Kabinet, Ini 5 Saham Movers",2024/08/19,netral
7 Taipan Terkaya RI Tertawa Lepas Bahas Proyek Raksasa di IKN,2024/08/19,netral
"Breaking! Jokowi Reshuffle Kabinet, Dolar Turun ke Rp 15.575",2024/08/19,positif
China Hingga Timur Tengah Gerakkan Harga Minyak Hari Ini,2024/08/19,netral
"Naik 81% Sebulan, BEI Pantau Ketat Perdagangan Saham ARGO",2024/08/19,negatif
Laba Bumi Resources Minerals (BRMS) Meroket 67% di Semester I-2024,2024/08/19,positif
"Laba Bumi Resources (BUMI) Naik Jadi US$ 84,9 Juta di Semester I-2024",2024/08/19,positif
"Bitcoin Diguyur Banyak Sentimen Positif, Pasar Kripto Malah Merah",2024/08/19,negatif
"Sukses Kalahkan McDonald's, Taipan Filipina Ini Mau Tandingi Starbucks",2024/08/19,netral
"Jelang Reshuffle Kabinet Jokowi, IHSG Dibuka 'Galau'",2024/08/19,negatif
"Rupiah Menguat Jelang Reshuffle Kabinet, Dolar Turun ke Rp 15.610",2024/08/19,positif
Bursa Asia Cenderung Merah di Tengah Sikap Wait and See Investor,2024/08/19,negatif
"Bungkam Kritik Warganet, Raja Properti Aguan Kasih Pujian Ini Soal IKN",2024/08/19,netral
Cara Melacak Uang Salah Transfer Agar Bisa Kembali,2024/08/19,netral
Prospek Rupiah Hari Ini : Digoyang Reshuffle -  Prospek Suku Bunga!,2024/08/19,netral
"Asing Net Buy Rp 2,81 Triliun, Kompak Borong 10 Saham Ini",2024/08/19,positif
"Ini Kabar Terbaru RPK OJK, Demutualisasi hingga Pembayaran Klaim",2024/08/19,netral
"Awas Bocor, Ini Data Pribadi yang Dapat Disebar Pinjol Ilegal",2024/08/19,netral
Asing Kompak Lepas 10 Saham Ini Sepanjang Pekan Lalu,2024/08/19,negatif
"Wall Street Dibuka Mix, Pasar Tunggu Pernyataan Powell",2024/08/20,netral
Begini Cara Membersihkan Nama dari BI Checking atau SLIK OJK,2024/08/20,netral
"Asing Serbu RI, Surat Utang Pemerintah Terjual Rp104,7 T",2024/08/20,positif
Wamen BUMN Ungkap Update Soal Rencana Divestasi BRIS,2024/08/20,netral
"Ini Bocoran Aksi Korporasi Pelat Merah, Konsolidasi BUMN Karya-IPO",2024/08/20,positif
SIG Andalkan Semen Hijau untuk Turunkan Emisi Karbon,2024/08/20,positif
Bank Banten Sebut Satu BUMN Penyebab NPL Nyaris Tembus 10%,2024/08/20,negatif
OJK Bekukan Aktivitas Perusahaan Ini karena Direksi Tabrak Aturan,2024/08/20,negatif
"Jelang Deadline, Ini Kabar Terbaru BPD Kurang Modal",2024/08/20,negatif
"IHSG Cetak Rekor Baru Lagi di 7.533, Nilai Transaksi Tembus Rp19 T",2024/08/20,positif
"BSI (BRIS) Lirik Bisnis Paylater, Rencana Rilis Tahun Depan",2024/08/20,positif
"Rupiah Cetak Rekor Terkuat Sejak Awal Tahun, Dolar Turun ke Rp 15.430",2024/08/20,positif
"Emiten Tekstil Ini Mau Delisting, Susul META-RMBA Go Private",2024/08/20,netral
Bos Bank Nobu Sebut Sudah Lakukan Ini Buat Merger dengan Bank MNC,2024/08/20,netral
"Berkat Emiten Prajogo (BREN) hingga BRI (BBRI), IHSG Cetak Rekor Lagi",2024/08/20,positif
"Ada Risiko di Balik Digitalisasi, OJK Minta Bank di RI Lakukan Ini",2024/08/20,netral
"Bawa Ragam Kemudahan Finansial, BRImo Diunduh 35,2 Juta User",2024/08/20,positif
Mau Jual Emas Antam? Simak Cara Buyback di Butik Logam Mulia,2024/08/20,netral
"Saham Naik Ratusan Persen, Bursa Pantau Ketat Saham EURO dan LABA",2024/08/20,negatif
Solusi Lengkap Cara Urus Kartu Debit Tertelan di ATM,2024/08/20,netral
"4 Saham yang Masuk Indeks MSCI Loyo, Cuma 1 yang Perkasa",2024/08/20,negatif
"Anak Usaha Chandra Asri Pacific (TPIA) Mau IPO, Manajemen Buka Suara",2024/08/20,positif
"Permintaan China Menurun, Harga Minyak Anjlok",2024/08/20,negatif
"Harga Saham Meroket, BEI Gembok Saham ARGO, JMAS dan NICK",2024/08/20,negatif
"Kerja Sama Thai Airways, InJourney Berharap Kerek Traffic Bandara",2024/08/20,positif
"Pancing Wisman Spiritual Global, InJourney Gandeng Maskapai Thailand",2024/08/20,positif
"Breaking! Rupiah ke Level Terkuat Tahun Ini, Dolar Sentuh Rp15.400",2024/08/20,positif
"IHSG Dibuka Ngegas, Sempat Sentuh 7.500-an",2024/08/20,positif
"Harga Saham Terbang, BEI Suspensi Dua Emiten Hary Tanoe",2024/08/20,negatif
Bursa Asia Ikut Dibuka Hijau Mengekor Reli Wall Street,2024/08/20,positif
"Kisah John Bogle, Pendiri Vanguard dan Sosok Bapak Reksadana Indeks",2024/08/20,netral
"Habis Menguat Tajam, Rupiah Siap Menanti Prospek Suku Bunga",2024/08/20,netral
Asing Diam-Diam Borong 10 Saham Ini Kala IHSG Cetak ATH Baru,2024/08/20,positif
Apakah BI Checking-SLIK OJK Jelek Bisa Hilang Sendiri? Ini Jawabannya,2024/08/20,netral
OJK Dorong Jiwasraya Selesaikan Penyelamatan Pemegang Polis,2024/08/20,netral
10 Saham Ini Kompak Dilepas Asing Kala IHSG Cetak Rekor Baru,2024/08/20,negatif
Bursa Wall Street Dibuka Hijau Nantikan Soal Cut Rate,2024/08/21,positif
"RI, China Sampai Jepang Makin Tinggalkan Dolar AS",2024/08/21,netral
Laba Emiten Milik Aguan (PANI) Naik 35% di Semester I-2024,2024/08/21,positif
"Cuci Uang Rp465,32 M di Kasus Timah, Helena Lim Kantongi Rp900 Juta",2024/08/21,negatif
"Dorong Hilirisasi, Kredit Manufaktur Bank Mandiri (BMRI) Tumbuh 15,66%",2024/08/21,positif
Rosan Dapat Titah Jaga Investasi di Proyek Kebanggan Jokowi,2024/08/21,netral
Kabar Baik! Eksportir Mulai Rajin Parkir Dolar di Dalam Negeri,2024/08/21,positif
"OJK Audiensi Nasabah Jiwasraya Tolak Restrukturisasi, Ini Hasilnya",2024/08/21,netral
"RI Kebanjiran Dana Asing, Borong SBN, SRBI hingga Saham Rp 42 T",2024/08/21,positif
"Nantikan Sabda Powell, Wall Street Menghijau",2024/08/22,positif
"Sikat Penipuan, OJK Bikin Anti Scam Center",2024/08/22,positif
"Ditanya Soal Sandra Dewi, Harvey Moies Bungkam di Sidang Timah",2024/08/22,netral
Kredit Konsumer BNI Ngebut! Jadi Pilar Pertumbuhan Bisnis,2024/08/22,positif
Simak! Begini Rapor Hijau BNI di Semester I 2024,2024/08/22,netral
"Terungkap, Ternyata Ini yang Bikin Laba Tugu Insurance (TUGU) Naik 68%",2024/08/22,positif
Komisaris Independen Mineral Sumberdaya Mandiri (AKSI) Meninggal Dunia,2024/08/22,negatif
"Tumbuh 11,7%, Begini Strategi Percepatan Kredit BNI di 2024",2024/08/22,positif
"Era Suku Bunga Tinggi, BNI (BBNI) Genjot Porsi Dana Murah",2024/08/22,positif
Ramai-ramai Bergerak Bantu Warga RI Cerdas Keuangan,2024/08/22,positif
"Kredit BNI Tumbuh 11,7% per Juni 2024, Tiga Sektor Ini Jadi Andalan",2024/08/22,positif
Kredit BNI Semester I-2024 Tembus Rp 727 T Ditopang Korporasi,2024/08/22,positif
"Rupiah Ambruk di Tengah Demo Darurat, Menteri Jokowi Buka Suara",2024/08/22,negatif
"BNI Cetak Laba Rp 10,69 Triliun per Semester I-2024",2024/08/22,positif
Bos OJK Targetkan Inklusi RI 98% di Tahun 2045,2024/08/22,positif
"IHSG Ambruk Diseret Demo Besar, Saham Ini Malah Cuan Gede",2024/08/22,positif
"Demo Bikin IHSG Merah, Saatnya Serok Saham?",2024/08/22,negatif
"Sosok Carl Icahn, Jadi Orang Terkaya Berkat 'Rampok' Perusahaan",2024/08/22,netral
"Ada Demo Besar Tolak RUU Pilkada, IHSG Berakhir Terkapar",2024/08/22,negatif
"Mahasiswa Makin Ramai Ikut Demo di DPR, IHSG Ambruk 1%!",2024/08/22,negatif
"PBNU Mau Borong Tanah 100 Hektare di IKN, Nilainya Segini",2024/08/22,netral
"Ribuan Massa Demo Peringatan Darurat, Rupiah Ambruk ke Rp15.595/US$",2024/08/22,negatif
"Tersandung Mega Korupsi, Jiwasraya Bubar Sebelum Ganti Pemerintahan",2024/08/22,negatif
"Panas Demo 'Darurat Indonesia', IHSG Makin Loyo di Sesi II",2024/08/22,negatif
"Breaking! Ada Demo di DPR, Rupiah Anjlok & Dolar Tembus Rp15.600",2024/08/22,negatif
"Sidang Korupsi Harvey Moeis Lanjut, Muncul Nama Pejabat Polri",2024/08/22,negatif
"Kabar Terbaru Soal Merger BUMN Karya, Kementerian PUPR Sepakat",2024/08/22,netral
"Investor Waswas Demo Peringatan Darurat, IHSG Sesi II Dibuka Merah",2024/08/22,negatif
"Breaking! Peringatan Darurat Bikin Rupiah Melemah, Dolar ke Rp15.595",2024/08/22,negatif
"Gedung DPR Dijaga Ketat, Pegawai-Kurir Tak Bisa Masuk",2024/08/22,netral
Mantan Menkeu Ungkap Kunci Agar Rupiah Tak Balik ke Rp16.000 /US$,2024/08/22,netral
"1 Sekuritas Kantongi Izin Single Stock Futures, 3 dalam Antrean",2024/08/22,netral
"Demo Darurat Indonesia Bikin Rupiah Genting, Dolar Sentuh Rp15.600!",2024/08/22,negatif
"Demo Peringatan Darurat Meluas, Rupiah Lanjut Melemah ke Rp 15.615/US$",2024/08/22,negatif
"Ada Aksi Demo Peringatan Darurat, IHSG Loyo di Sesi I",2024/08/22,negatif
"Rupiah Makin Jatuh Saat Pendemo Kepung DPR, Dolar AS Kini Rp15.580",2024/08/22,negatif
"Investor Makin Takut Sama Situasi Politik RI, Ini Alasannya!",2024/08/22,negatif
Kapan Waktu Terbaik Beli Saham? Begini Cara Menentukannya,2024/08/22,netral
Kenapa Saham yang Harganya Meroket Disuspensi Oleh Bursa?,2024/08/22,netral
Breaking News! Neraca Pembayaran RI Defisit US$600 Juta di Kuartal II,2024/08/22,negatif
"Lagi Pesta, IHSG & Rupiah Jatuh Saat Peringatan Indonesia Darurat",2024/08/22,negatif
"BI: Defisit Transaksi Berjalan Kuartal II US$ 3 M Setara 0,9% dari PDB",2024/08/22,negatif
"IHSG Merah di Tengah Gejolak Politik, 5 Saham Ini Jadi Pemberat",2024/08/22,negatif
"Harga Naik Terus, Emiten Tekstil (POLU) Masuk Pemantauan BEI",2024/08/22,negatif
"Rupiah Anjlok! BI Buka Suara, Sebut Efek Demo Peringatan Darurat",2024/08/22,negatif
Harga Minyak Terkoreksi Tipis Usai The Fed Ungkap Kejelasan Cut Rate,2024/08/22,positif
"Panasnya Politik & Demo Bikin Investor Takut, Rupiah Langsung Anjlok!",2024/08/22,negatif
"Emiten FCA Fajar Paper (FASW) Jelaskan Transaksi Nego Jumbo Rp 7,52 T",2024/08/22,netral
"Penguatan Data Skor Kredit, SLIK OJK Tidak Bisa Diakses 23-26 Agustus",2024/08/22,netral
"Ada Demo Besar-besaran, IHSG Dibuka Jeblok",2024/08/22,negatif
"Rupiah Dibuka Melemah Lagi, Dolar Kembali Sentuh Level Rp15.500!",2024/08/22,negatif
Bursa Asia Berpesta Usai The Fed Buka Peluang Cut Rate,2024/08/22,positif
Debt Collector Pinjol Datang ke Rumah? Ini Langkah Mengatasinya,2024/08/22,netral
"Prospek Cut Rate Makin Dekat, Rupiah Siap Menguat!",2024/08/22,positif
10 Saham Ini Diam-Diam Diborong Asing Kala IHSG Cetak ATH Baru,2024/08/22,positif
Pejabat The Fed Sepakat Mau Pangkas Suku Bunga Bulan September,2024/08/22,netral
4 Prinsip Investasi Agar Cuan Maksimal ala Sir John Templeton,2024/08/22,netral
Asing Terciduk Lego 10 Saham Ini Kala IHSG Cetak Rekor Baru Lagi,2024/08/22,negatif
Pemegang Dolar Bersiap! BI Bakal Buat Rupiah Lebih Kuat dari Rp15.400,2024/08/22,positif
OJK Dorong Konsolidasi Bikin Bank Syariah Setara BSI,2024/08/23,positif
Bos CIMB Niaga Ungkap 2 Alasan Tunda Peluncuran Paylater,2024/08/23,netral
"Cetak Kinerja Positif, J Trust Bank Optimis Raih Pertumbuhan di 2024",2024/08/23,positif
